x,y,nothing
33.34514, -112.08594, 
33.34506, -112.08596, 
33.34496, -112.08598, 
33.34487, -112.08600, 
33.34478, -112.08602, 
33.34470, -112.08605, 
33.34461, -112.08607, 
33.34453, -112.08610, 
33.34445, -112.08612, 
33.34436, -112.08614, 
33.34427, -112.08616, 
33.34417, -112.08619, 
33.34407, -112.08623, 
33.34396, -112.08626, 
33.34387, -112.08629, 
33.34378, -112.08632, 
33.34369, -112.08635, 
33.34361, -112.08639, 
33.34352, -112.08642, 
33.34344, -112.08646, 
33.34335, -112.08649, 
33.34327, -112.08653, 
33.34318, -112.08657, 
33.34310, -112.08661, 
33.34302, -112.08665, 
33.34292, -112.08669, 
33.34284, -112.08673, 
33.34277, -112.08678, 
33.34269, -112.08683, 
33.34260, -112.08688, 
33.34251, -112.08693, 
33.34242, -112.08697, 
33.34233, -112.08701, 
33.34225, -112.08705, 
33.34216, -112.08707, 
33.34207, -112.08710, 
33.34197, -112.08713, 
33.34188, -112.08718, 
33.34178, -112.08723, 
33.34169, -112.08728, 
33.34161, -112.08735, 
33.34154, -112.08742, 
33.34147, -112.08748, 
33.34141, -112.08754, 
33.34136, -112.08763, 
33.34131, -112.08771, 
33.34127, -112.08779, 
33.34122, -112.08788, 
33.34117, -112.08798, 
33.34112, -112.08810, 
33.34107, -112.08819, 
33.34103, -112.08828, 
33.34098, -112.08837, 
33.34094, -112.08846, 
33.34089, -112.08854, 
33.34085, -112.08863, 
33.34080, -112.08871, 
33.34075, -112.08879, 
33.34068, -112.08890, 
33.34060, -112.08899, 
33.34051, -112.08909, 
33.34044, -112.08915, 
33.34037, -112.08921, 
33.34030, -112.08926, 
33.34020, -112.08933, 
33.34009, -112.08938, 
33.34001, -112.08940, 
33.33993, -112.08943, 
33.33984, -112.08946, 
33.33976, -112.08951, 
33.33969, -112.08957, 
33.33964, -112.08965, 
33.33959, -112.08977, 
33.33956, -112.08990, 
33.33954, -112.09000, 
33.33952, -112.09013, 
33.33949, -112.09025, 
33.33948, -112.09038, 
33.33946, -112.09050, 
33.33943, -112.09062, 
33.33940, -112.09073, 
33.33937, -112.09085, 
33.33933, -112.09097, 
33.33930, -112.09109, 
33.33928, -112.09121, 
33.33926, -112.09134, 
33.33922, -112.09145, 
33.33919, -112.09157, 
33.33916, -112.09168, 
33.33912, -112.09180, 
33.33910, -112.09190, 
33.33908, -112.09201, 
33.33907, -112.09214, 
33.33904, -112.09225, 
33.33902, -112.09237, 
33.33901, -112.09247, 
33.33899, -112.09259, 
33.33897, -112.09273, 
33.33895, -112.09285, 
33.33894, -112.09298, 
33.33893, -112.09309, 
33.33891, -112.09319, 
33.33890, -112.09329, 
33.33889, -112.09340, 
33.33887, -112.09351, 
33.33885, -112.09363, 
33.33882, -112.09374, 
33.33877, -112.09384, 
33.33870, -112.09392, 
33.33863, -112.09398, 
33.33854, -112.09406, 
33.33846, -112.09414, 
33.33840, -112.09421, 
33.33831, -112.09431, 
33.33825, -112.09437, 
33.33816, -112.09446, 
33.33806, -112.09453, 
33.33797, -112.09457, 
33.33787, -112.09463, 
33.33776, -112.09468, 
33.33765, -112.09473, 
33.33754, -112.09477, 
33.33744, -112.09478, 
33.33734, -112.09478, 
33.33724, -112.09477, 
33.33713, -112.09476, 
33.33703, -112.09474, 
33.33693, -112.09471, 
33.33685, -112.09469, 
33.33673, -112.09467, 
33.33664, -112.09467, 
33.33654, -112.09470, 
33.33644, -112.09474, 
33.33633, -112.09479, 
33.33622, -112.09487, 
33.33611, -112.09494, 
33.33601, -112.09502, 
33.33593, -112.09507, 
33.33585, -112.09514, 
33.33579, -112.09521, 
33.33572, -112.09529, 
33.33564, -112.09536, 
33.33556, -112.09544, 
33.33547, -112.09550, 
33.33537, -112.09556, 
33.33526, -112.09560, 
33.33514, -112.09562, 
33.33503, -112.09564, 
33.33493, -112.09566, 
33.33484, -112.09567, 
33.33474, -112.09574, 
33.33463, -112.09582, 
33.33455, -112.09590, 
33.33445, -112.09598, 
33.33438, -112.09605, 
33.33430, -112.09612, 
33.33422, -112.09619, 
33.33415, -112.09627, 
33.33409, -112.09636, 
33.33402, -112.09644, 
33.33397, -112.09654, 
33.33391, -112.09663, 
33.33387, -112.09672, 
33.33383, -112.09680, 
33.33376, -112.09691, 
33.33369, -112.09701, 
33.33363, -112.09710, 
33.33356, -112.09718, 
33.33352, -112.09727, 
33.33346, -112.09734, 
33.33341, -112.09742, 
33.33337, -112.09751, 
33.33332, -112.09760, 
33.33328, -112.09769, 
33.33327, -112.09780, 
33.33319, -112.09786, 
33.33317, -112.09796, 
33.33312, -112.09806, 
33.33309, -112.09817, 
33.33311, -112.09826, 
33.33312, -112.09840, 
33.33315, -112.09853, 
33.33319, -112.09867, 
33.33321, -112.09877, 
33.33324, -112.09888, 
33.33328, -112.09897, 
33.33332, -112.09910, 
33.33335, -112.09922, 
33.33337, -112.09935, 
33.33338, -112.09946, 
33.33337, -112.09960, 
33.33334, -112.09973, 
33.33330, -112.09982, 
33.33325, -112.09990, 
33.33320, -112.10000, 
33.33315, -112.10013, 
33.33312, -112.10028, 
33.33308, -112.10040, 
33.33304, -112.10053, 
33.33302, -112.10066, 
33.33300, -112.10077, 
33.33299, -112.10087, 
33.33298, -112.10098, 
33.33297, -112.10110, 
33.33296, -112.10121, 
33.33295, -112.10134, 
33.33295, -112.10147, 
33.33297, -112.10165, 
33.33299, -112.10180, 
33.33299, -112.10193, 
33.33299, -112.10204, 
33.33298, -112.10215, 
33.33296, -112.10229, 
33.33293, -112.10240, 
33.33287, -112.10251, 
33.33278, -112.10262, 
33.33268, -112.10272, 
33.33259, -112.10282, 
33.33250, -112.10293, 
33.33241, -112.10305, 
33.33233, -112.10317, 
33.33224, -112.10330, 
33.33214, -112.10344, 
33.33203, -112.10357, 
33.33191, -112.10369, 
33.33180, -112.10378, 
33.33170, -112.10388, 
33.33161, -112.10396, 
33.33152, -112.10404, 
33.33142, -112.10411, 
33.33132, -112.10419, 
33.33123, -112.10427, 
33.33113, -112.10434, 
33.33103, -112.10441, 
33.33093, -112.10449, 
33.33084, -112.10455, 
33.33074, -112.10462, 
33.33063, -112.10468, 
33.33053, -112.10475, 
33.33045, -112.10483, 
33.33040, -112.10492, 
33.33037, -112.10503, 
33.33036, -112.10517, 
33.33036, -112.10534, 
33.33036, -112.10548, 
33.33036, -112.10561, 
33.33036, -112.10574, 
33.33035, -112.10586, 
33.33032, -112.10596, 
33.33029, -112.10607, 
33.33025, -112.10617, 
33.33021, -112.10629, 
33.33017, -112.10643, 
33.33013, -112.10656, 
33.33008, -112.10671, 
33.33003, -112.10686, 
33.32997, -112.10702, 
33.32993, -112.10712, 
33.32990, -112.10721, 
33.32986, -112.10731, 
33.32982, -112.10740, 
33.32978, -112.10750, 
33.32974, -112.10759, 
33.32967, -112.10775, 
33.32961, -112.10790, 
33.32958, -112.10803, 
33.32955, -112.10813, 
33.32951, -112.10827, 
33.32948, -112.10837, 
33.32944, -112.10850, 
33.32940, -112.10859, 
33.32936, -112.10871, 
33.32931, -112.10882, 
33.32926, -112.10896, 
33.32923, -112.10906, 
33.32918, -112.10916, 
33.32913, -112.10927, 
33.32910, -112.10938, 
33.32905, -112.10949, 
33.32901, -112.10960, 
33.32895, -112.10973, 
33.32890, -112.10985, 
33.32884, -112.10998, 
33.32879, -112.11010, 
33.32874, -112.11023, 
33.32868, -112.11037, 
33.32863, -112.11052, 
33.32858, -112.11067, 
33.32852, -112.11081, 
33.32847, -112.11094, 
33.32842, -112.11108, 
33.32836, -112.11122, 
33.32830, -112.11137, 
33.32824, -112.11152, 
33.32818, -112.11167, 
33.32812, -112.11181, 
33.32806, -112.11194, 
33.32799, -112.11209, 
33.32794, -112.11224, 
33.32789, -112.11238, 
33.32784, -112.11252, 
33.32779, -112.11265, 
33.32774, -112.11279, 
33.32768, -112.11293, 
33.32762, -112.11307, 
33.32757, -112.11321, 
33.32752, -112.11337, 
33.32746, -112.11350, 
33.32739, -112.11362, 
33.32732, -112.11376, 
33.32722, -112.11391, 
33.32717, -112.11398, 
33.32711, -112.11406, 
33.32704, -112.11416, 
33.32697, -112.11425, 
33.32691, -112.11435, 
33.32685, -112.11444, 
33.32680, -112.11453, 
33.32676, -112.11461, 
33.32671, -112.11469, 
33.32666, -112.11478, 
33.32661, -112.11486, 
33.32655, -112.11495, 
33.32650, -112.11505, 
33.32644, -112.11515, 
33.32641, -112.11526, 
33.32637, -112.11536, 
33.32633, -112.11546, 
33.32628, -112.11556, 
33.32623, -112.11564, 
33.32613, -112.11574, 
33.32603, -112.11581, 
33.32596, -112.11588, 
33.32591, -112.11596, 
33.32587, -112.11605, 
33.32583, -112.11614, 
33.32580, -112.11624, 
33.32578, -112.11637, 
33.32577, -112.11650, 
33.32577, -112.11663, 
33.32579, -112.11676, 
33.32581, -112.11690, 
33.32581, -112.11704, 
33.32580, -112.11718, 
33.32578, -112.11727, 
33.32572, -112.11738, 
33.32576, -112.11729, 
33.32579, -112.11716, 
33.32579, -112.11705, 
33.32579, -112.11694, 
33.32579, -112.11681, 
33.32577, -112.11667, 
33.32577, -112.11657, 
33.32576, -112.11647, 
33.32579, -112.11634, 
33.32581, -112.11621, 
33.32587, -112.11607, 
33.32594, -112.11593, 
33.32605, -112.11581, 
33.32617, -112.11571, 
33.32627, -112.11557, 
33.32632, -112.11548, 
33.32636, -112.11539, 
33.32640, -112.11530, 
33.32646, -112.11514, 
33.32652, -112.11501, 
33.32659, -112.11491, 
33.32664, -112.11483, 
33.32670, -112.11473, 
33.32677, -112.11464, 
33.32682, -112.11455, 
33.32688, -112.11447, 
33.32693, -112.11438, 
33.32700, -112.11428, 
33.32706, -112.11419, 
33.32711, -112.11411, 
33.32718, -112.11401, 
33.32724, -112.11392, 
33.32731, -112.11383, 
33.32738, -112.11371, 
33.32744, -112.11359, 
33.32749, -112.11347, 
33.32756, -112.11334, 
33.32759, -112.11325, 
33.32763, -112.11316, 
33.32766, -112.11306, 
33.32769, -112.11297, 
33.32775, -112.11284, 
33.32780, -112.11272, 
33.32785, -112.11258, 
33.32789, -112.11249, 
33.32793, -112.11239, 
33.32797, -112.11229, 
33.32801, -112.11219, 
33.32805, -112.11208, 
33.32809, -112.11198, 
33.32812, -112.11188, 
33.32816, -112.11179, 
33.32820, -112.11170, 
33.32824, -112.11160, 
33.32827, -112.11152, 
33.32830, -112.11142, 
33.32836, -112.11129, 
33.32839, -112.11120, 
33.32845, -112.11106, 
33.32848, -112.11097, 
33.32852, -112.11088, 
33.32855, -112.11079, 
33.32858, -112.11070, 
33.32864, -112.11058, 
33.32869, -112.11045, 
33.32872, -112.11036, 
33.32875, -112.11027, 
33.32879, -112.11017, 
33.32883, -112.11008, 
33.32886, -112.10998, 
33.32891, -112.10985, 
33.32897, -112.10973, 
33.32900, -112.10963, 
33.32905, -112.10951, 
33.32908, -112.10942, 
33.32914, -112.10929, 
33.32920, -112.10916, 
33.32925, -112.10903, 
33.32929, -112.10893, 
33.32932, -112.10884, 
33.32935, -112.10874, 
33.32939, -112.10865, 
33.32944, -112.10852, 
33.32947, -112.10843, 
33.32952, -112.10829, 
33.32955, -112.10819, 
33.32960, -112.10807, 
33.32966, -112.10792, 
33.32972, -112.10775, 
33.32977, -112.10758, 
33.32983, -112.10742, 
33.32989, -112.10727, 
33.32994, -112.10713, 
33.32998, -112.10702, 
33.33002, -112.10691, 
33.33006, -112.10682, 
33.33009, -112.10668, 
33.33013, -112.10659, 
33.33015, -112.10649, 
33.33017, -112.10640, 
33.33020, -112.10630, 
33.33023, -112.10617, 
33.33028, -112.10604, 
33.33032, -112.10591, 
33.33036, -112.10578, 
33.33036, -112.10568, 
33.33037, -112.10556, 
33.33036, -112.10545, 
33.33036, -112.10533, 
33.33035, -112.10520, 
33.33038, -112.10510, 
33.33040, -112.10498, 
33.33045, -112.10487, 
33.33055, -112.10478, 
33.33065, -112.10472, 
33.33074, -112.10464, 
33.33082, -112.10458, 
33.33092, -112.10452, 
33.33100, -112.10447, 
33.33108, -112.10440, 
33.33116, -112.10435, 
33.33124, -112.10429, 
33.33132, -112.10423, 
33.33138, -112.10417, 
33.33147, -112.10410, 
33.33154, -112.10404, 
33.33162, -112.10399, 
33.33170, -112.10391, 
33.33178, -112.10383, 
33.33184, -112.10375, 
33.33193, -112.10367, 
33.33201, -112.10358, 
33.33210, -112.10350, 
33.33217, -112.10343, 
33.33223, -112.10333, 
33.33230, -112.10323, 
33.33235, -112.10314, 
33.33240, -112.10305, 
33.33246, -112.10296, 
33.33252, -112.10289, 
33.33258, -112.10283, 
33.33266, -112.10274, 
33.33275, -112.10267, 
33.33283, -112.10258, 
33.33290, -112.10249, 
33.33292, -112.10239, 
33.33295, -112.10228, 
33.33297, -112.10214, 
33.33298, -112.10204, 
33.33297, -112.10193, 
33.33297, -112.10181, 
33.33296, -112.10169, 
33.33294, -112.10157, 
33.33294, -112.10143, 
33.33293, -112.10133, 
33.33294, -112.10120, 
33.33295, -112.10108, 
33.33297, -112.10096, 
33.33299, -112.10085, 
33.33300, -112.10070, 
33.33301, -112.10060, 
33.33305, -112.10051, 
33.33308, -112.10041, 
33.33311, -112.10031, 
33.33314, -112.10021, 
33.33317, -112.10011, 
33.33320, -112.10002, 
33.33325, -112.09990, 
33.33331, -112.09979, 
33.33333, -112.09970, 
33.33335, -112.09960, 
33.33336, -112.09946, 
33.33334, -112.09932, 
33.33332, -112.09921, 
33.33329, -112.09911, 
33.33327, -112.09901, 
33.33324, -112.09889, 
33.33321, -112.09877, 
33.33317, -112.09867, 
33.33313, -112.09854, 
33.33311, -112.09840, 
33.33311, -112.09826, 
33.33312, -112.09817, 
33.33313, -112.09807, 
33.33319, -112.09795, 
33.33326, -112.09788, 
33.33327, -112.09776, 
33.33330, -112.09765, 
33.33335, -112.09757, 
33.33341, -112.09746, 
33.33346, -112.09737, 
33.33355, -112.09723, 
33.33364, -112.09709, 
33.33373, -112.09695, 
33.33381, -112.09682, 
33.33385, -112.09673, 
33.33389, -112.09664, 
33.33399, -112.09647, 
33.33405, -112.09638, 
33.33411, -112.09631, 
33.33418, -112.09623, 
33.33427, -112.09615, 
33.33435, -112.09607, 
33.33443, -112.09599, 
33.33451, -112.09591, 
33.33459, -112.09583, 
33.33468, -112.09577, 
33.33476, -112.09570, 
33.33486, -112.09565, 
33.33496, -112.09562, 
33.33505, -112.09561, 
33.33514, -112.09561, 
33.33523, -112.09559, 
33.33532, -112.09557, 
33.33540, -112.09553, 
33.33548, -112.09548, 
33.33562, -112.09536, 
33.33569, -112.09530, 
33.33581, -112.09518, 
33.33595, -112.09505, 
33.33602, -112.09499, 
33.33609, -112.09494, 
33.33616, -112.09488, 
33.33624, -112.09483, 
33.33637, -112.09477, 
33.33646, -112.09473, 
33.33653, -112.09470, 
33.33661, -112.09467, 
33.33675, -112.09466, 
33.33690, -112.09467, 
33.33703, -112.09470, 
33.33718, -112.09472, 
33.33732, -112.09475, 
33.33747, -112.09476, 
33.33761, -112.09474, 
33.33774, -112.09469, 
33.33786, -112.09463, 
33.33796, -112.09458, 
33.33806, -112.09454, 
33.33814, -112.09447, 
33.33821, -112.09441, 
33.33828, -112.09434, 
33.33836, -112.09424, 
33.33845, -112.09415, 
33.33853, -112.09407, 
33.33862, -112.09398, 
33.33872, -112.09387, 
33.33880, -112.09373, 
33.33885, -112.09356, 
33.33887, -112.09339, 
33.33889, -112.09323, 
33.33890, -112.09304, 
33.33891, -112.09291, 
33.33892, -112.09279, 
33.33894, -112.09268, 
33.33895, -112.09256, 
33.33897, -112.09246, 
33.33899, -112.09235, 
33.33902, -112.09226, 
33.33904, -112.09216, 
33.33905, -112.09205, 
33.33909, -112.09194, 
33.33911, -112.09184, 
33.33914, -112.09174, 
33.33917, -112.09163, 
33.33919, -112.09152, 
33.33921, -112.09141, 
33.33924, -112.09131, 
33.33928, -112.09119, 
33.33930, -112.09108, 
33.33932, -112.09096, 
33.33935, -112.09082, 
33.33938, -112.09071, 
33.33939, -112.09060, 
33.33942, -112.09040, 
33.33944, -112.09027, 
33.33947, -112.09016, 
33.33950, -112.09006, 
33.33951, -112.08995, 
33.33954, -112.08983, 
33.33957, -112.08972, 
33.33964, -112.08964, 
33.33971, -112.08956, 
33.33978, -112.08945, 
33.33987, -112.08939, 
33.33996, -112.08937, 
33.34005, -112.08933, 
33.34013, -112.08930, 
33.34027, -112.08922, 
33.34034, -112.08917, 
33.34041, -112.08912, 
33.34048, -112.08906, 
33.34055, -112.08900, 
33.34061, -112.08893, 
33.34068, -112.08885, 
33.34073, -112.08877, 
33.34079, -112.08868, 
33.34084, -112.08859, 
33.34088, -112.08850, 
33.34092, -112.08841, 
33.34096, -112.08832, 
33.34101, -112.08822, 
33.34106, -112.08812, 
33.34111, -112.08802, 
33.34119, -112.08784, 
33.34125, -112.08774, 
33.34130, -112.08765, 
33.34136, -112.08754, 
33.34142, -112.08747, 
33.34149, -112.08739, 
33.34157, -112.08733, 
33.34164, -112.08727, 
33.34172, -112.08722, 
33.34179, -112.08716, 
33.34187, -112.08711, 
33.34195, -112.08707, 
33.34209, -112.08702, 
33.34225, -112.08697, 
33.34240, -112.08692, 
33.34253, -112.08684, 
33.34265, -112.08677, 
33.34278, -112.08670, 
33.34291, -112.08663, 
33.34304, -112.08657, 
33.34317, -112.08650, 
33.34330, -112.08644, 
33.34344, -112.08638, 
33.34358, -112.08634, 
33.34371, -112.08629, 
33.34385, -112.08624, 
33.34399, -112.08619, 
33.34413, -112.08613, 
33.34421, -112.08609, 
33.34436, -112.08603, 
33.34451, -112.08598, 
33.34466, -112.08594, 
33.34481, -112.08590, 
33.34496, -112.08586, 
33.34504, -112.08583, 
33.34512, -112.08580, 
33.34527, -112.08577, 
33.34542, -112.08574, 
33.34557, -112.08569, 
33.34571, -112.08566, 
33.34585, -112.08561, 
33.34599, -112.08556, 
33.34613, -112.08551, 
33.34625, -112.08541, 
33.34638, -112.08529, 
33.34650, -112.08516, 
33.34656, -112.08509, 
33.34663, -112.08503, 
33.34670, -112.08496, 
33.34676, -112.08488, 
33.34683, -112.08479, 
33.34690, -112.08471, 
33.34697, -112.08463, 
33.34705, -112.08456, 
33.34713, -112.08450, 
33.34722, -112.08444, 
33.34731, -112.08438, 
33.34745, -112.08430, 
33.34756, -112.08418, 
33.34764, -112.08405, 
33.34772, -112.08392, 
33.34780, -112.08379, 
33.34789, -112.08367, 
33.34797, -112.08356, 
33.34805, -112.08344, 
33.34812, -112.08335, 
33.34819, -112.08331, 
33.34819, -112.08320, 
33.34824, -112.08311, 
33.34830, -112.08298, 
33.34834, -112.08284, 
33.34837, -112.08271, 
33.34840, -112.08258, 
33.34843, -112.08244, 
33.34845, -112.08230, 
33.34849, -112.08216, 
33.34853, -112.08203, 
33.34859, -112.08190, 
33.34866, -112.08179, 
33.34873, -112.08167, 
33.34880, -112.08154, 
33.34888, -112.08141, 
33.34896, -112.08129, 
33.34904, -112.08117, 
33.34913, -112.08105, 
33.34923, -112.08092, 
33.34932, -112.08079, 
33.34942, -112.08067, 
33.34950, -112.08054, 
33.34958, -112.08041, 
33.34966, -112.08028, 
33.34974, -112.08015, 
33.34982, -112.08000, 
33.34989, -112.07987, 
33.34998, -112.07973, 
33.35007, -112.07961, 
33.35016, -112.07949, 
33.35027, -112.07937, 
33.35037, -112.07926, 
33.35049, -112.07915, 
33.35060, -112.07903, 
33.35072, -112.07892, 
33.35084, -112.07880, 
33.35095, -112.07867, 
33.35107, -112.07855, 
33.35119, -112.07843, 
33.35131, -112.07830, 
33.35142, -112.07818, 
33.35153, -112.07806, 
33.35164, -112.07794, 
33.35174, -112.07783, 
33.35185, -112.07771, 
33.35196, -112.07759, 
33.35206, -112.07746, 
33.35216, -112.07732, 
33.35225, -112.07720, 
33.35234, -112.07707, 
33.35240, -112.07700, 
33.35248, -112.07688, 
33.35256, -112.07676, 
33.35262, -112.07666, 
33.35268, -112.07657, 
33.35274, -112.07646, 
33.35281, -112.07636, 
33.35289, -112.07625, 
33.35296, -112.07615, 
33.35303, -112.07604, 
33.35311, -112.07592, 
33.35319, -112.07579, 
33.35327, -112.07566, 
33.35333, -112.07553, 
33.35340, -112.07536, 
33.35345, -112.07519, 
33.35349, -112.07501, 
33.35355, -112.07485, 
33.35361, -112.07468, 
33.35367, -112.07452, 
33.35371, -112.07443, 
33.35378, -112.07426, 
33.35385, -112.07408, 
33.35389, -112.07400, 
33.35392, -112.07391, 
33.35395, -112.07382, 
33.35399, -112.07373, 
33.35406, -112.07356, 
33.35412, -112.07338, 
33.35415, -112.07328, 
33.35419, -112.07319, 
33.35423, -112.07309, 
33.35427, -112.07300, 
33.35431, -112.07290, 
33.35435, -112.07279, 
33.35439, -112.07269, 
33.35442, -112.07259, 
33.35446, -112.07250, 
33.35450, -112.07239, 
33.35453, -112.07229, 
33.35457, -112.07220, 
33.35460, -112.07211, 
33.35465, -112.07203, 
33.35469, -112.07195, 
33.35475, -112.07188, 
33.35481, -112.07181, 
33.35488, -112.07176, 
33.35496, -112.07172, 
33.35505, -112.07170, 
33.35513, -112.07169, 
33.35522, -112.07169, 
33.35530, -112.07171, 
33.35538, -112.07174, 
33.35546, -112.07178, 
33.35554, -112.07182, 
33.35563, -112.07187, 
33.35570, -112.07192, 
33.35578, -112.07197, 
33.35586, -112.07202, 
33.35594, -112.07207, 
33.35601, -112.07211, 
33.35608, -112.07216, 
33.35616, -112.07222, 
33.35623, -112.07227, 
33.35631, -112.07232, 
33.35639, -112.07237, 
33.35647, -112.07241, 
33.35654, -112.07246, 
33.35662, -112.07251, 
33.35671, -112.07255, 
33.35679, -112.07260, 
33.35687, -112.07265, 
33.35695, -112.07270, 
33.35704, -112.07275, 
33.35712, -112.07280, 
33.35721, -112.07284, 
33.35730, -112.07289, 
33.35738, -112.07292, 
33.35747, -112.07296, 
33.35756, -112.07300, 
33.35764, -112.07302, 
33.35774, -112.07305, 
33.35782, -112.07307, 
33.35791, -112.07310, 
33.35799, -112.07311, 
33.35808, -112.07312, 
33.35824, -112.07313, 
33.35839, -112.07314, 
33.35855, -112.07314, 
33.35870, -112.07313, 
33.35885, -112.07313, 
33.35900, -112.07314, 
33.35915, -112.07313, 
33.35930, -112.07313, 
33.35945, -112.07313, 
33.35960, -112.07314, 
33.35976, -112.07314, 
33.35990, -112.07314, 
33.36005, -112.07314, 
33.36019, -112.07314, 
33.36033, -112.07315, 
33.36048, -112.07315, 
33.36063, -112.07315, 
33.36078, -112.07315, 
33.36093, -112.07315, 
33.36108, -112.07314, 
33.36123, -112.07314, 
33.36138, -112.07315, 
33.36153, -112.07315, 
33.36168, -112.07316, 
33.36183, -112.07317, 
33.36198, -112.07316, 
33.36213, -112.07316, 
33.36228, -112.07316, 
33.36241, -112.07315, 
33.36250, -112.07314, 
33.36264, -112.07314, 
33.36279, -112.07313, 
33.36293, -112.07312, 
33.36303, -112.07312, 
33.36313, -112.07313, 
33.36323, -112.07314, 
33.36331, -112.07313, 
33.36340, -112.07313, 
33.36351, -112.07313, 
33.36362, -112.07313, 
33.36374, -112.07313, 
33.36386, -112.07314, 
33.36400, -112.07314, 
33.36413, -112.07314, 
33.36426, -112.07313, 
33.36440, -112.07313, 
33.36454, -112.07313, 
33.36467, -112.07313, 
33.36482, -112.07314, 
33.36497, -112.07313, 
33.36511, -112.07314, 
33.36527, -112.07313, 
33.36542, -112.07313, 
33.36557, -112.07313, 
33.36572, -112.07313, 
33.36587, -112.07313, 
33.36602, -112.07313, 
33.36617, -112.07313, 
33.36632, -112.07313, 
33.36648, -112.07313, 
33.36663, -112.07313, 
33.36678, -112.07313, 
33.36693, -112.07313, 
33.36708, -112.07313, 
33.36723, -112.07313, 
33.36738, -112.07313, 
33.36752, -112.07313, 
33.36767, -112.07313, 
33.36782, -112.07313, 
33.36796, -112.07313, 
33.36811, -112.07313, 
33.36826, -112.07313, 
33.36841, -112.07313, 
33.36856, -112.07313, 
33.36871, -112.07313, 
33.36886, -112.07313, 
33.36902, -112.07313, 
33.36917, -112.07314, 
33.36931, -112.07314, 
33.36947, -112.07313, 
33.36962, -112.07313, 
33.36976, -112.07313, 
33.36991, -112.07312, 
33.37006, -112.07312, 
33.37021, -112.07312, 
33.37035, -112.07313, 
33.37050, -112.07314, 
33.37065, -112.07314, 
33.37081, -112.07315, 
33.37097, -112.07315, 
33.37112, -112.07315, 
33.37128, -112.07316, 
33.37143, -112.07315, 
33.37159, -112.07315, 
33.37174, -112.07316, 
33.37188, -112.07316, 
33.37203, -112.07316, 
33.37215, -112.07315, 
33.37225, -112.07316, 
33.37233, -112.07312, 
33.37241, -112.07311, 
33.37251, -112.07310, 
33.37260, -112.07307, 
33.37268, -112.07301, 
33.37273, -112.07291, 
33.37276, -112.07280, 
33.37279, -112.07269, 
33.37281, -112.07258, 
33.37284, -112.07247, 
33.37286, -112.07236, 
33.37288, -112.07225, 
33.37291, -112.07214, 
33.37293, -112.07203, 
33.37295, -112.07191, 
33.37297, -112.07179, 
33.37298, -112.07167, 
33.37300, -112.07154, 
33.37302, -112.07140, 
33.37305, -112.07129, 
33.37307, -112.07115, 
33.37308, -112.07103, 
33.37308, -112.07090, 
33.37309, -112.07077, 
33.37310, -112.07063, 
33.37313, -112.07051, 
33.37315, -112.07039, 
33.37316, -112.07025, 
33.37317, -112.07013, 
33.37317, -112.07000, 
33.37318, -112.06986, 
33.37319, -112.06973, 
33.37319, -112.06960, 
33.37320, -112.06946, 
33.37319, -112.06932, 
33.37320, -112.06919, 
33.37320, -112.06906, 
33.37321, -112.06893, 
33.37321, -112.06879, 
33.37321, -112.06865, 
33.37321, -112.06851, 
33.37322, -112.06837, 
33.37320, -112.06821, 
33.37321, -112.06809, 
33.37320, -112.06795, 
33.37322, -112.06783, 
33.37321, -112.06769, 
33.37320, -112.06755, 
33.37319, -112.06741, 
33.37319, -112.06726, 
33.37320, -112.06713, 
33.37321, -112.06699, 
33.37321, -112.06687, 
33.37320, -112.06672, 
33.37319, -112.06660, 
33.37318, -112.06645, 
33.37317, -112.06632, 
33.37319, -112.06621, 
33.37317, -112.06610, 
33.37317, -112.06599, 
33.37318, -112.06588, 
33.37316, -112.06578, 
33.37315, -112.06568, 
33.37315, -112.06556, 
33.37315, -112.06545, 
33.37313, -112.06532, 
33.37312, -112.06519, 
33.37311, -112.06507, 
33.37311, -112.06494, 
33.37310, -112.06481, 
33.37308, -112.06468, 
33.37307, -112.06455, 
33.37305, -112.06442, 
33.37303, -112.06429, 
33.37301, -112.06416, 
33.37299, -112.06403, 
33.37297, -112.06391, 
33.37295, -112.06378, 
33.37292, -112.06366, 
33.37289, -112.06354, 
33.37286, -112.06341, 
33.37283, -112.06327, 
33.37280, -112.06315, 
33.37277, -112.06302, 
33.37274, -112.06290, 
33.37271, -112.06278, 
33.37267, -112.06266, 
33.37265, -112.06252, 
33.37264, -112.06239, 
33.37263, -112.06225, 
33.37261, -112.06213, 
33.37261, -112.06200, 
33.37260, -112.06186, 
33.37259, -112.06172, 
33.37260, -112.06160, 
33.37259, -112.06146, 
33.37259, -112.06132, 
33.37256, -112.06119, 
33.37255, -112.06105, 
33.37253, -112.06092, 
33.37248, -112.06079, 
33.37244, -112.06064, 
33.37241, -112.06051, 
33.37239, -112.06037, 
33.37235, -112.06023, 
33.37231, -112.06009, 
33.37228, -112.05996, 
33.37225, -112.05982, 
33.37221, -112.05968, 
33.37219, -112.05954, 
33.37216, -112.05941, 
33.37213, -112.05927, 
33.37210, -112.05914, 
33.37208, -112.05900, 
33.37205, -112.05886, 
33.37202, -112.05872, 
33.37200, -112.05858, 
33.37198, -112.05844, 
33.37196, -112.05829, 
33.37195, -112.05815, 
33.37193, -112.05800, 
33.37192, -112.05785, 
33.37191, -112.05770, 
33.37191, -112.05756, 
